date,month,year,product_id,product_name,category,buy_price,sell_price,quantity,sales,profit_per_item,profit
2022-06-28,6,2022,TEC-MA-10000946,"Panasonic Calculator, Red",Machines,46.99,51.69,7,328.93,4.7,32.9
2022-06-28,6,2022,OFF-ST-10004409,"Rogers Box, Industrial",Storage,21.99,25.29,5,109.94999999999999,3.3,16.5
2022-06-28,6,2022,OFF-FA-10000146,"Stockwell Rubber Bands, Assorted Sizes",Fasteners,13.99,16.23,3,41.97,2.24,6.72
2023-03-09,3,2023,TEC-AC-10001636,"Belkin Mouse, Erganomic",Accessories,38.99,46.4,5,194.95000000000002,7.41,37.05
2023-03-09,3,2023,TEC-PH-10002076,"Samsung Audio Dock, Full Size",Phones,167.99,209.99,2,335.98,42.0,84.0
2019-06-06,6,2019,OFF-BI-10002225,"Cardinal Binding Machine, Durable",Binders,50.99,64.25,2,101.98,13.26,26.52
2021-12-14,12,2021,OFF-PA-10002248,"Green Bar Memo Slips, 8.5 x 11",Paper,20.99,24.35,3,62.97,3.36,10.08
2021-12-14,12,2021,OFF-PA-10000876,"Eaton Computer Printout Paper, Multicolor",Paper,27.99,35.27,2,55.98,7.28,14.56
2022-03-25,3,2022,OFF-AR-10001228,"Stanley Markers, Water Color",Art,24.99,27.99,3,74.97,3.0,9.0
2021-09-30,9,2021,OFF-AR-10000785,"BIC Sketch Pad, Water Color",Art,51.99,58.75,3,155.97,6.76,20.28
2021-09-30,9,2021,OFF-ST-10002151,"Eldon Box, Blue",Storage,8.99,10.61,5,44.95,1.62,8.1
2021-09-30,9,2021,OFF-LA-10004929,"Novimex Color Coded Labels, Laser Printer Compatible",Labels,11.99,15.11,3,35.97,3.12,9.36
2023-02-01,2,2023,OFF-PA-10003037,"Eaton Memo Slips, Multicolor",Paper,14.99,18.89,6,89.94,3.9,23.4
2023-02-01,2,2023,OFF-AR-10000491,"Binney & Smith Pens, Water Color",Art,14.99,18.44,5,74.95,3.45,17.25
2021-12-11,12,2021,OFF-SU-10003907,"Stiletto Letter Opener, Easy Grip",Supplies,14.99,19.49,1,14.99,4.5,4.5
2021-12-11,12,2021,OFF-BI-10001249,"Acco Hole Reinforcements, Recycled",Binders,6.99,9.02,4,27.96,2.03,8.12
2021-12-11,12,2021,OFF-AR-10000823,"Stanley Pens, Water Color",Art,6.99,8.88,5,34.95,1.89,9.45
2020-01-28,1,2020,TEC-CO-10000620,"Brother Wireless Fax, Digital",Copiers,377.99,434.69,5,1889.95,56.7,283.5
2020-01-28,1,2020,TEC-AC-10004203,"Logitech Flash Drive, Bluetooth",Accessories,30.99,38.12,4,123.96,7.13,28.52
2020-01-28,1,2020,TEC-CO-10001596,"Brother Wireless Fax, Color",Copiers,379.99,482.59,3,1139.97,102.6,307.8
2019-12-27,12,2019,OFF-SU-10004818,"Stiletto Trimmer, Steel",Supplies,41.99,50.39,2,83.98,8.4,16.8
2019-12-27,12,2019,TEC-CO-10004034,"Canon Fax Machine, High-Speed",Copiers,268.99,347.0,2,537.98,78.01,156.02
2019-12-27,12,2019,OFF-AR-10000319,"Binney & Smith Canvas, Fluorescent",Art,52.99,62.0,3,158.97,9.01,27.03
2022-08-16,8,2022,OFF-SU-10001703,"Fiskars Box Cutter, High Speed",Supplies,35.99,43.55,3,107.97,7.56,22.68
2022-06-04,6,2022,OFF-ST-10002659,"Smead Shelving, Wire Frame",Storage,23.99,27.35,3,71.97,3.36,10.08
2023-03-26,3,2023,OFF-AR-10003629,"Boston Canvas, Water Color",Art,56.99,63.83,4,227.96,6.84,27.36
2022-11-11,11,2022,OFF-AR-10003829,"Stanley Markers, Fluorescent",Art,22.99,26.44,2,45.98,3.45,6.9
2022-11-11,11,2022,OFF-AR-10003217,"Sanford Highlighters, Fluorescent",Art,16.99,21.92,2,33.98,4.93,9.86
2022-07-07,7,2022,FUR-BO-10003007,"Ikea Stackable Bookrack, Metal",Bookcases,121.99,142.73,7,853.93,20.74,145.18
2020-01-12,1,2020,OFF-AR-10001269,"BIC Markers, Water Color",Art,29.99,34.79,2,59.98,4.8,9.6
2020-01-12,1,2020,OFF-ST-10001426,"Eldon Folders, Single Width",Storage,14.99,17.84,3,44.97,2.85,8.55
2021-11-17,11,2021,OFF-AR-10001230,"Binney & Smith Markers, Water Color",Art,26.99,32.12,7,188.92999999999998,5.13,35.91
2021-11-17,11,2021,FUR-TA-10004544,"Chromcraft Coffee Table, Fully Assembled",Tables,106.99,117.69,2,213.98,10.7,21.4
2021-12-29,12,2021,OFF-AR-10000316,"Stanley Pens, Blue",Art,9.99,11.09,3,29.97,1.1,3.3
2021-12-29,12,2021,TEC-MA-10002844,"Okidata Receipt Printer, White",Machines,72.99,87.59,2,145.98,14.6,29.2
2021-12-29,12,2021,OFF-LA-10003591,"Smead Removable Labels, Laser Printer Compatible",Labels,9.99,12.19,2,19.98,2.2,4.4
2021-12-29,12,2021,OFF-FA-10001680,"OIC Push Pins, Metal",Fasteners,14.99,17.84,1,14.99,2.85,2.85
2021-12-29,12,2021,OFF-ST-10001255,"Fellowes Trays, Single Width",Storage,33.99,41.47,8,271.92,7.48,59.84
2022-12-14,12,2022,FUR-BO-10004408,"Dania Stackable Bookrack, Pine",Bookcases,110.99,136.52,2,221.98,25.53,51.06
2022-12-14,12,2022,OFF-SU-10003907,"Stiletto Letter Opener, Easy Grip",Supplies,14.99,19.49,5,74.95,4.5,22.5
2022-12-14,12,2022,TEC-CO-10001162,"Canon Wireless Fax, Laser",Copiers,378.99,458.58,2,757.98,79.59,159.18
2020-04-22,4,2020,OFF-PA-10003937,"Green Bar Memo Slips, Recycled",Paper,16.99,19.88,3,50.97,2.89,8.67
2020-04-22,4,2020,OFF-AR-10002902,"Sanford Canvas, Water Color",Art,53.99,67.49,2,107.98,13.5,27.0
2019-05-04,5,2019,OFF-AR-10003651,"Sanford Pens, Easy-Erase",Art,10.99,12.53,3,32.97,1.54,4.62
2019-05-04,5,2019,FUR-BO-10004129,"Sauder Classic Bookcase, Pine",Bookcases,436.99,485.06,6,2621.94,48.07,288.42
2019-05-04,5,2019,OFF-ST-10001758,"Rogers Lockers, Blue",Storage,211.99,267.11,2,423.98,55.12,110.24
2022-08-25,8,2022,TEC-AC-10000140,"Enermax Numeric Keypad, Bluetooth",Accessories,57.99,71.33,7,405.93,13.34,93.38
2022-09-21,9,2022,FUR-CH-10001153,"Harbour Creations Bag Chairs, Adjustable",Chairs,57.99,68.43,3,173.97,10.44,31.32
2021-11-08,11,2021,OFF-BI-10004722,"Avery Index Tab, Clear",Binders,5.99,7.79,5,29.950000000000003,1.8,9.0
2019-09-19,9,2019,OFF-ST-10000095,"Fellowes File Cart, Industrial",Storage,137.99,176.63,7,965.9300000000001,38.64,270.48
2019-09-19,9,2019,FUR-FU-10004608,"Advantus Door Stop, Erganomic",Furnishings,43.99,51.91,2,87.98,7.92,15.84
2019-09-19,9,2019,FUR-CH-10003362,"Office Star Swivel Stool, Adjustable",Chairs,175.99,202.39,6,1055.94,26.4,158.4
2023-02-07,2,2023,OFF-SU-10004299,"Stiletto Trimmer, High Speed",Supplies,42.99,55.46,2,85.98,12.47,24.94
2022-12-02,12,2022,OFF-BI-10004628,"Cardinal Binder, Durable",Binders,14.99,16.94,2,29.98,1.95,3.9
2022-08-09,8,2022,OFF-ST-10002354,"Eldon Lockers, Wire Frame",Storage,196.99,242.3,3,590.97,45.31,135.93
2022-08-09,8,2022,TEC-PH-10002296,"Nokia Headset, Full Size",Phones,73.99,84.35,7,517.93,10.36,72.52
2020-12-31,12,2020,FUR-TA-10002467,"Lesro Conference Table, Adjustable Height",Tables,558.99,626.07,5,2794.95,67.08,335.4
2020-12-31,12,2020,OFF-EN-10002065,"Ames Clasp Envelope, Set of 50",Envelopes,6.99,8.11,6,41.94,1.12,6.72
2022-07-13,7,2022,FUR-BO-10004119,"Ikea Floating Shelf Set, Traditional",Bookcases,169.99,186.99,3,509.97,17.0,51.0
2022-07-13,7,2022,FUR-BO-10003881,"Sauder Floating Shelf Set, Mobile",Bookcases,196.99,242.3,4,787.96,45.31,181.24
2022-07-13,7,2022,OFF-AR-10000219,"Sanford Highlighters, Blue",Art,15.99,19.67,8,127.92,3.68,29.44
2022-07-13,7,2022,TEC-CO-10000405,"Canon Fax Machine, Digital",Copiers,317.99,381.59,1,317.99,63.6,63.6
2021-05-08,5,2021,TEC-AC-10003554,"Belkin Numeric Keypad, USB",Accessories,55.99,67.75,7,391.93,11.76,82.32
2021-05-08,5,2021,FUR-BO-10000684,"Sauder Corner Shelving, Traditional",Bookcases,146.99,164.63,3,440.97,17.64,52.92
2021-05-08,5,2021,TEC-MA-10000559,"Epson Card Printer, Red",Machines,166.99,207.07,6,1001.94,40.08,240.48
2021-05-08,5,2021,OFF-BI-10002799,"Cardinal Binder Covers, Clear",Binders,10.99,13.08,5,54.95,2.09,10.45
2022-10-10,10,2022,TEC-MA-10003812,"Panasonic Printer, Wireless",Machines,265.99,340.47,3,797.97,74.48,223.44
2022-10-10,10,2022,TEC-PH-10002296,"Nokia Signal Booster, with Caller ID",Phones,135.99,156.39,7,951.9300000000001,20.4,142.8
2022-10-10,10,2022,OFF-EN-10001202,"Kraft Clasp Envelope, with clear poly window",Envelopes,12.99,15.85,2,25.98,2.86,5.72
2022-10-10,10,2022,OFF-SU-10002611,"Fiskars Ruler, Serrated",Supplies,10.99,12.42,1,10.99,1.43,1.43
2022-10-10,10,2022,FUR-BO-10001555,"Bush Corner Shelving, Metal",Bookcases,122.99,154.97,2,245.98,31.98,63.96
2022-10-10,10,2022,OFF-AR-10001291,"Sanford Canvas, Fluorescent",Art,51.99,64.99,1,51.99,13.0,13.0
2022-10-10,10,2022,TEC-MA-10000327,"Epson Phone, Durable",Machines,80.99,96.38,2,161.98,15.39,30.78
2021-12-28,12,2021,FUR-FU-10003069,"Deflect-O Photo Frame, Durable",Furnishings,48.99,60.75,4,195.96,11.76,47.04
2021-03-14,3,2021,OFF-BI-10004903,"Ibico Hole Reinforcements, Durable",Binders,7.99,9.59,3,23.97,1.6,4.8
2021-09-30,9,2021,OFF-AR-10004519,"Boston Canvas, Fluorescent",Art,54.99,70.94,3,164.97,15.95,47.85
2021-09-30,9,2021,OFF-BI-10001685,"Avery Index Tab, Durable",Binders,6.99,8.46,3,20.97,1.47,4.41
2020-05-19,5,2020,OFF-AR-10001176,"Sanford Pens, Water Color",Art,13.99,16.79,3,41.97,2.8,8.4
2022-02-08,2,2022,FUR-FU-10004137,"Tenex Light Bulb, Erganomic",Furnishings,13.99,17.07,6,83.94,3.08,18.48
2022-02-08,2,2022,OFF-ST-10001413,"Rogers Folders, Blue",Storage,27.99,34.99,2,55.98,7.0,14.0
2022-01-27,1,2022,OFF-PA-10002396,"Eaton Memo Slips, 8.5 x 11",Paper,17.99,23.03,2,35.98,5.04,10.08
2020-02-18,2,2020,OFF-ST-10002608,"Eldon Box, Industrial",Storage,9.99,11.79,4,39.96,1.8,7.2
2020-02-18,2,2020,FUR-BO-10004053,"Dania Library with Doors, Metal",Bookcases,361.99,401.81,2,723.98,39.82,79.64
2020-02-18,2,2020,FUR-CH-10004462,"Hon Executive Leather Armchair, Adjustable",Chairs,367.99,434.23,5,1839.95,66.24,331.2
2022-05-01,5,2022,OFF-AR-10003658,"Boston Markers, Water Color",Art,29.99,38.69,1,29.99,8.7,8.7
2022-05-01,5,2022,OFF-LA-10003132,"Smead Round Labels, Laser Printer Compatible",Labels,6.99,8.25,2,13.98,1.26,2.52
2022-05-01,5,2022,TEC-MA-10001777,"Okidata Printer, Red",Machines,225.99,253.11,3,677.97,27.12,81.36
2019-08-12,8,2019,TEC-PH-10000160,"Motorola Smart Phone, with Caller ID",Phones,645.99,749.35,5,3229.95,103.36,516.8
2019-08-12,8,2019,TEC-MA-10000946,"Panasonic Calculator, Red",Machines,46.99,51.69,8,375.92,4.7,37.6
2019-08-12,8,2019,OFF-BI-10004801,"Acco Binding Machine, Durable",Binders,52.99,66.24,1,52.99,13.25,13.25
2019-08-12,8,2019,FUR-BO-10001165,"Bush Library with Doors, Mobile",Bookcases,329.99,372.89,3,989.97,42.9,128.7
2019-08-12,8,2019,FUR-FU-10004954,"Tenex Clock, Duo Pack",Furnishings,49.99,56.49,1,49.99,6.5,6.5
2019-08-12,8,2019,FUR-CH-10002335,"Hon Steel Folding Chair, Red",Chairs,72.99,94.16,3,218.96999999999997,21.17,63.51
2020-01-24,1,2020,OFF-PA-10000423,"Enermax Computer Printout Paper, Recycled",Paper,27.99,31.91,3,83.97,3.92,11.76
2019-06-18,6,2019,OFF-FA-10003463,"OIC Thumb Tacks, Assorted Sizes",Fasteners,11.99,13.55,3,35.97,1.56,4.68
2023-01-06,1,2023,OFF-AR-10001898,"Binney & Smith Pencil Sharpener, Fluorescent",Art,26.99,32.39,1,26.99,5.4,5.4
2023-01-06,1,2023,TEC-MA-10001494,"Okidata Inkjet, Durable",Machines,265.99,305.89,4,1063.96,39.9,159.6
2023-01-06,1,2023,OFF-AR-10000467,"Sanford Markers, Fluorescent",Art,24.99,30.49,3,74.97,5.5,16.5
2023-01-06,1,2023,OFF-PA-10003455,"Xerox Cards & Envelopes, Premium",Paper,44.99,53.09,4,179.96,8.1,32.4
2020-10-16,10,2020,FUR-BO-10004630,"Ikea Library with Doors, Mobile",Bookcases,328.99,394.79,3,986.97,65.8,197.4
2023-02-24,2,2023,OFF-PA-10000878,"SanDisk Note Cards, Multicolor",Paper,33.99,42.49,2,67.98,8.5,17.0
2023-02-24,2,2023,OFF-ST-10002720,"Rogers Shelving, Blue",Storage,36.99,43.65,2,73.98,6.66,13.32
2023-02-24,2,2023,OFF-BI-10000440,"Acco Index Tab, Economy",Binders,9.99,12.39,2,19.98,2.4,4.8
2019-06-24,6,2019,OFF-BI-10002172,"Acco Binding Machine, Recycled",Binders,50.99,63.23,6,305.94,12.24,73.44
2019-06-24,6,2019,FUR-BO-10000002,"Bush Classic Bookcase, Mobile",Bookcases,414.99,535.34,5,2074.95,120.35,601.75
2019-06-24,6,2019,TEC-CO-10003597,"Brother Copy Machine, High-Speed",Copiers,261.99,311.77,2,523.98,49.78,99.56
2020-09-04,9,2020,OFF-PA-10001466,"Eaton Computer Printout Paper, 8.5 x 11",Paper,30.99,39.36,4,123.96,8.37,33.48
2022-04-20,4,2022,OFF-ST-10003995,"Eldon File Cart, Single Width",Storage,114.99,143.74,5,574.9499999999999,28.75,143.75
2022-10-27,10,2022,OFF-BI-10002986,"Avery Binder Covers, Recycled",Binders,10.99,12.53,3,32.97,1.54,4.62
2020-01-27,1,2020,OFF-ST-10001562,"Fellowes Box, Industrial",Storage,17.99,23.03,3,53.97,5.04,15.12
2020-01-27,1,2020,OFF-AR-10001269,"BIC Markers, Water Color",Art,29.99,34.79,8,239.92,4.8,38.4
2019-10-14,10,2019,OFF-AR-10001462,"Stanley Highlighters, Fluorescent",Art,15.99,19.67,3,47.97,3.68,11.04
2019-10-14,10,2019,OFF-BI-10000972,"Acco 3-Hole Punch, Economy",Binders,29.99,38.39,9,269.90999999999997,8.4,75.6
2022-02-16,2,2022,TEC-MA-10004446,"StarTech Printer, Wireless",Machines,217.99,261.59,6,1307.94,43.6,261.6
2019-05-09,5,2019,OFF-AR-10000176,"Sanford Highlighters, Water Color",Art,18.99,23.93,6,113.94,4.94,29.64
2019-05-09,5,2019,OFF-ST-10000288,"Fellowes Lockers, Industrial",Storage,186.99,241.22,2,373.98,54.23,108.46
2020-02-16,2,2020,OFF-PA-10001662,"Green Bar Note Cards, Premium",Paper,14.99,19.04,1,14.99,4.05,4.05
2020-02-16,2,2020,OFF-ST-10002263,"Rogers Trays, Wire Frame",Storage,29.99,38.99,5,149.95,9.0,45.0
2020-10-16,10,2020,TEC-AC-10002530,"Memorex Numeric Keypad, USB",Accessories,21.99,26.17,4,87.96,4.18,16.72
2020-10-16,10,2020,OFF-AR-10001672,"Boston Sketch Pad, Easy-Erase",Art,23.99,27.59,2,47.98,3.6,7.2
2021-06-04,6,2021,OFF-AR-10000823,"Stanley Pens, Water Color",Art,6.99,8.88,2,13.98,1.89,3.78
2021-06-04,6,2021,OFF-AP-10003590,"KitchenAid Refrigerator, Black",Appliances,526.99,590.23,5,2634.95,63.24,316.2
2021-06-04,6,2021,OFF-PA-10001661,"SanDisk Computer Printout Paper, 8.5 x 11",Paper,33.99,40.45,4,135.96,6.46,25.84
2021-06-04,6,2021,OFF-PA-10002524,"Enermax Note Cards, 8.5 x 11",Paper,27.99,31.63,8,223.92,3.64,29.12
2021-06-04,6,2021,FUR-BO-10002926,"Bush Stackable Bookrack, Mobile",Bookcases,123.99,156.23,3,371.96999999999997,32.24,96.72
2021-10-14,10,2021,OFF-BI-10000179,"Wilson Jones 3-Hole Punch, Economy",Binders,27.99,32.19,3,83.97,4.2,12.6
2021-10-14,10,2021,TEC-CO-10001926,"Hewlett Wireless Fax, Laser",Copiers,379.99,448.39,2,759.98,68.4,136.8
2021-10-14,10,2021,OFF-BI-10002128,"Acco Binder Covers, Durable",Binders,14.99,18.74,3,44.97,3.75,11.25
2021-10-14,10,2021,OFF-BI-10000179,"Wilson Jones 3-Hole Punch, Economy",Binders,27.99,32.19,3,83.97,4.2,12.6
2021-10-14,10,2021,TEC-AC-10000712,"Enermax Router, Programmable",Accessories,259.99,332.79,8,2079.92,72.8,582.4
2023-04-23,4,2023,FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",Bookcases,108.99,140.6,4,435.96,31.61,126.44
2023-04-05,4,2023,OFF-AR-10000316,"Stanley Pens, Blue",Art,9.99,11.09,3,29.97,1.1,3.3
2021-08-01,8,2021,OFF-ST-10004695,"Fellowes File Cart, Blue",Storage,123.99,151.27,5,619.9499999999999,27.28,136.4
2019-09-11,9,2019,OFF-SU-10003739,"Elite Box Cutter, Steel",Supplies,33.99,41.81,3,101.97,7.82,23.46
2019-09-11,9,2019,OFF-ST-10000648,"Eldon File Cart, Industrial",Storage,114.99,146.04,2,229.98,31.05,62.1
2022-07-18,7,2022,OFF-AR-10001482,"Stanley Markers, Easy-Erase",Art,10.99,13.08,6,65.94,2.09,12.54
2021-06-28,6,2021,OFF-BI-10001900,"Wilson Jones Binder Covers, Clear",Binders,10.99,12.2,4,43.96,1.21,4.84
2022-02-06,2,2022,OFF-AP-10001623,"Hoover Stove, White",Appliances,282.99,331.1,12,3395.88,48.11,577.32
2020-01-06,1,2020,OFF-BI-10000179,"Wilson Jones 3-Hole Punch, Economy",Binders,27.99,32.19,1,27.99,4.2,4.2
2020-01-06,1,2020,TEC-AC-10001226,"Enermax Mouse, Programmable",Accessories,37.99,45.59,3,113.97,7.6,22.8
2020-01-06,1,2020,TEC-CO-10002157,"Canon Fax Machine, Laser",Copiers,286.99,355.87,3,860.97,68.88,206.64
2020-01-06,1,2020,OFF-BI-10004722,"Avery Index Tab, Clear",Binders,5.99,7.79,2,11.98,1.8,3.6
2020-01-06,1,2020,FUR-FU-10003804,"Rubbermaid Frame, Durable",Furnishings,95.99,111.35,3,287.96999999999997,15.36,46.08
2020-01-06,1,2020,OFF-BI-10002674,"Cardinal Binder Covers, Recycled",Binders,10.99,14.29,5,54.95,3.3,16.5
2020-03-22,3,2020,OFF-AR-10002672,"Boston Highlighters, Blue",Art,18.99,22.03,5,94.94999999999999,3.04,15.2
2020-09-30,9,2020,OFF-AR-10002939,"Stanley Highlighters, Water Color",Art,17.99,23.03,3,53.97,5.04,15.12
2020-09-30,9,2020,TEC-MA-10001139,"Okidata Receipt Printer, Wireless",Machines,110.99,128.75,4,443.96,17.76,71.04
2020-09-30,9,2020,OFF-BI-10004554,"Avery Index Tab, Clear",Binders,5.99,7.79,4,23.96,1.8,7.2
2021-06-16,6,2021,TEC-AC-10000450,"Enermax Keyboard, USB",Accessories,83.99,104.99,2,167.98,21.0,42.0
2021-06-16,6,2021,OFF-FA-10001711,"Accos Rubber Bands, 12 Pack",Fasteners,15.99,18.07,3,47.97,2.08,6.24
2021-08-12,8,2021,FUR-BO-10002632,"Sauder Corner Shelving, Pine",Bookcases,133.99,150.07,3,401.97,16.08,48.24
2021-08-12,8,2021,OFF-EN-10000556,"Kraft Interoffice Envelope, Security-Tint",Envelopes,48.99,62.71,1,48.99,13.72,13.72
2020-12-30,12,2020,FUR-CH-10002053,"Novimex Chairmat, Set of Two",Chairs,52.99,61.47,5,264.95,8.48,42.4
2020-10-06,10,2020,OFF-EN-10001979,"Cameo Clasp Envelope, Security-Tint",Envelopes,11.99,13.19,3,35.97,1.2,3.6
2023-04-25,4,2023,OFF-LA-10003699,"Smead File Folder Labels, Adjustable",Labels,2.99,3.83,7,20.93,0.84,5.88
2021-09-27,9,2021,OFF-AR-10003377,"Boston Pencil Sharpener, Easy-Erase",Art,29.99,38.39,6,179.94,8.4,50.4
2021-09-27,9,2021,TEC-PH-10004263,"Cisco Signal Booster, with Caller ID",Phones,151.99,173.27,7,1063.93,21.28,148.96
2021-09-27,9,2021,OFF-ST-10004577,"Tenex Shelving, Wire Frame",Storage,47.99,56.15,2,95.98,8.16,16.32
2020-05-09,5,2020,TEC-CO-10002269,"Brother Ink, Color",Copiers,125.99,152.45,5,629.9499999999999,26.46,132.3
2022-10-23,10,2022,OFF-FA-10000790,"Stockwell Rubber Bands, Bulk Pack",Fasteners,16.99,20.22,2,33.98,3.23,6.46
2019-08-08,8,2019,OFF-AR-10002485,"Boston Markers, Easy-Erase",Art,23.99,29.51,2,47.98,5.52,11.04
2019-08-08,8,2019,FUR-CH-10002335,"Hon Steel Folding Chair, Red",Chairs,72.99,94.16,3,218.96999999999997,21.17,63.51
2019-08-08,8,2019,OFF-SU-10003924,"Elite Trimmer, Steel",Supplies,36.99,43.28,2,73.98,6.29,12.58
2019-08-08,8,2019,OFF-EN-10004150,"GlobeWeis Business Envelopes, Recycled",Envelopes,14.99,19.19,4,59.96,4.2,16.8
2021-02-05,2,2021,OFF-FA-10000740,"Accos Staples, Bulk Pack",Fasteners,4.99,6.04,2,9.98,1.05,2.1
2023-04-16,4,2023,OFF-PA-10000450,"Green Bar Note Cards, Multicolor",Paper,33.99,37.39,2,67.98,3.4,6.8
2023-04-16,4,2023,TEC-AC-10004679,"Enermax Flash Drive, Programmable",Accessories,42.99,47.72,3,128.97,4.73,14.19
2023-04-16,4,2023,OFF-ST-10001999,"Tenex Folders, Wire Frame",Storage,19.99,25.99,13,259.87,6.0,78.0
2023-04-16,4,2023,OFF-ST-10003204,"Tenex Trays, Industrial",Storage,48.99,61.24,4,195.96,12.25,49.0
2023-04-16,4,2023,OFF-EN-10002065,"Ames Clasp Envelope, Set of 50",Envelopes,6.99,8.11,5,34.95,1.12,5.6
2021-03-18,3,2021,OFF-AR-10003217,"Sanford Highlighters, Fluorescent",Art,16.99,21.92,5,84.94999999999999,4.93,24.65
2021-08-30,8,2021,TEC-PH-10000800,"Cisco Smart Phone, Full Size",Phones,554.99,616.04,2,1109.98,61.05,122.1
2021-09-11,9,2021,OFF-AP-10002238,"Hoover Coffee Grinder, Red",Appliances,68.99,85.55,5,344.95,16.56,82.8
2021-09-11,9,2021,OFF-BI-10003708,"Cardinal Binder, Recycled",Binders,13.99,17.63,1,13.99,3.64,3.64
2021-09-11,9,2021,TEC-AC-10004557,"Logitech Mouse, USB",Accessories,28.99,33.05,7,202.92999999999998,4.06,28.42
2021-09-11,9,2021,OFF-AR-10001216,"BIC Pencil Sharpener, Easy-Erase",Art,28.99,35.95,1,28.99,6.96,6.96
2021-06-19,6,2021,TEC-AC-10001258,"Belkin Router, Erganomic",Accessories,256.99,282.69,4,1027.96,25.7,102.8
2021-06-19,6,2021,FUR-CH-10004101,"SAFCO Swivel Stool, Adjustable",Chairs,135.99,161.83,3,407.97,25.84,77.52
2021-06-19,6,2021,OFF-BI-10001507,"Wilson Jones Binder Covers, Economy",Binders,10.99,13.41,3,32.97,2.42,7.26
2021-06-19,6,2021,FUR-FU-10003540,"Deflect-O Stacking Tray, Erganomic",Furnishings,23.99,30.95,2,47.98,6.96,13.92
2021-06-19,6,2021,TEC-CO-10004567,"Brother Fax Machine, Color",Copiers,319.99,393.59,9,2879.91,73.6,662.4
2021-06-19,6,2021,OFF-AR-10002816,"Boston Canvas, Blue",Art,53.99,64.79,3,161.97,10.8,32.4
